"University","Category","Email","QS 2026 Rank"
"Arts Univ Bournemouth","CAS Queries","cas@aub.ac.uk","N/A"
"Falmouth University","General Admissions","admissions@falmouth.ac.uk","N/A"
"Falmouth University","UG Admissions","ug.admissions@falmouth.ac.uk","N/A"
"Falmouth University","PGT Admissions","pg.admissions@falmouth.ac.uk","N/A"
"Falmouth University","PGR Admissions","phd.admissions@falmouth.ac.uk","N/A"
"Falmouth University","CS/Computing","computing@falmouth.ac.uk","N/A"
"Falmouth University","International Admissions","international@falmouth.ac.uk","N/A"
"Falmouth University","Student Finance","fees@falmouth.ac.uk","N/A"
"Falmouth University","AI for Games/Data Sci","pg.admissions@falmouth.ac.uk","N/A"
"Falmouth University","Accommodation","accommodation@falmouth.ac.uk","N/A"
"Univ of Highlands Islands","General Admissions","admissions@uhi.ac.uk","N/A"
"Univ of Highlands Islands","UG Admissions","ug.admissions@uhi.ac.uk","N/A"
"Univ of Highlands Islands","PGT Admissions","pg.admissions@uhi.ac.uk","N/A"
"Univ of Highlands Islands","PGR Admissions","phd.admissions@uhi.ac.uk","N/A"
"Univ of Highlands Islands","CS/Computing","computing@uhi.ac.uk","N/A"
"Univ of Highlands Islands","International Admissions","international@uhi.ac.uk","N/A"
"Univ of Highlands Islands","Student Finance","fees@uhi.ac.uk","N/A"
"Univ of Highlands Islands","AI/Cyber Security MSc","pg.admissions@uhi.ac.uk","N/A"
"Univ of Highlands Islands","Accommodation","accommodation@uhi.ac.uk","N/A"
"BPP University","General Admissions","admissions@bpp.com","N/A"
"BPP University","UG Admissions","ug.admissions@bpp.com","N/A"
"BPP University","PGT Admissions","pg.admissions@bpp.com","N/A"
"BPP University","PGR Admissions","phd.admissions@bpp.com","N/A"
"BPP University","International Admissions","international@bpp.com","N/A"
"BPP University","Student Finance","fees@bpp.com","N/A"
"BPP University","CS/Law Tech","cs.admissions@bpp.com","N/A"
"BPP University","AI in Business MSc","pg.admissions@bpp.com","N/A"
"BPP University","CAS Queries","cas@bpp.com","N/A"
"Regents Univ London","General Admissions","admissions@regents.ac.uk","N/A"
"Regents Univ London","UG Admissions","ug.admissions@regents.ac.uk","N/A"
"Regents Univ London","PGT Admissions","pg.admissions@regents.ac.uk","N/A"
"Regents Univ London","PGR Admissions","phd.admissions@regents.ac.uk","N/A"
"Regents Univ London","CS/Computing","computing@regents.ac.uk","N/A"
"Regents Univ London","International Admissions","international@regents.ac.uk","N/A"
"Regents Univ London","Student Finance","fees@regents.ac.uk","N/A"
"Regents Univ London","AI/Data Science MSc","pg.admissions@regents.ac.uk","N/A"
"Regents Univ London","Accommodation","accommodation@regents.ac.uk","N/A"
"Univ College Birmingham","General Admissions","admissions@ucb.ac.uk","N/A"
"Univ College Birmingham","UG Admissions","ug.admissions@ucb.ac.uk","N/A"
"Univ College Birmingham","PGT Admissions","pg.admissions@ucb.ac.uk","N/A"
"Univ College Birmingham","PGR Admissions","phd.admissions@ucb.ac.uk","N/A"
"Univ College Birmingham","CS/Computing","computing@ucb.ac.uk","N/A"
"Univ College Birmingham","International Admissions","international@ucb.ac.uk","N/A"
"Univ College Birmingham","Student Finance","fees@ucb.ac.uk","N/A"
"Univ College Birmingham","AI/Data Science MSc","pg.admissions@ucb.ac.uk","N/A"
"Univ College Birmingham","Accommodation","accommodation@ucb.ac.uk","N/A"
"Ravensbourne Univ London","General Admissions","admissions@rave.ac.uk","N/A"
"Ravensbourne Univ London","UG Admissions","ug.admissions@rave.ac.uk","N/A"
"Ravensbourne Univ London","PGT Admissions","pg.admissions@rave.ac.uk","N/A"
"Ravensbourne Univ London","PGR Admissions","phd.admissions@rave.ac.uk","N/A"
"Ravensbourne Univ London","CS/Computing","computing@rave.ac.uk","N/A"
"Ravensbourne Univ London","International Admissions","international@rave.ac.uk","N/A"
"Ravensbourne Univ London","Student Finance","fees@rave.ac.uk","N/A"
"Ravensbourne Univ London","Cyber/Data Science MSc","pg.admissions@rave.ac.uk","N/A"
"Ravensbourne Univ London","Accommodation","accommodation@rave.ac.uk","N/A"
"Plymouth Marjon Univ","General Admissions","admissions@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","UG Admissions","ug.admissions@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","PGT Admissions","pg.admissions@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","PGR Admissions","phd.admissions@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","CS/Computing","computing@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","International Admissions","international@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","Student Finance","fees@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","CS/Data Science MSc","pg.admissions@marjon.ac.uk","N/A"
"Plymouth Marjon Univ","Accommodation","accommodation@marjon.ac.uk","N/A"
"Norwich Univ of Arts","General Admissions","admissions@nua.ac.uk","N/A"
"Norwich Univ of Arts","UG Admissions","ug.admissions@nua.ac.uk","N/A"
"Norwich Univ of Arts","PGT Admissions","pg.admissions@nua.ac.uk","N/A"
"Norwich Univ of Arts","PGR Admissions","phd.admissions@nua.ac.uk","N/A"
"Norwich Univ of Arts","International Admissions","international@nua.ac.uk","N/A"
"Norwich Univ of Arts","Student Finance","fees@nua.ac.uk","N/A"
"Norwich Univ of Arts","Creative Tech/Games MSc","pg.admissions@nua.ac.uk","N/A"
"Norwich Univ of Arts","Accommodation","accommodation@nua.ac.uk","N/A"
"Health Sciences University","General Admissions","admissions@healthsciences.ac.uk","N/A"
"Health Sciences University","UG Admissions","ug.admissions@healthsciences.ac.uk","N/A"
"Health Sciences University","PGT Admissions","pg.admissions@healthsciences.ac.uk","N/A"
"Health Sciences University","PGR Admissions","phd.admissions@healthsciences.ac.uk","N/A"
"Health Sciences University","International Admissions","international@healthsciences.ac.uk","N/A"
"Health Sciences University","Student Finance","fees@healthsciences.ac.uk","N/A"
"Health Sciences University","Health Informatics/DS","pg.admissions@healthsciences.ac.uk","N/A"
"Health Sciences University","CAS Team","cas@healthsciences.ac.uk","N/A"
"Royal Veterinary College","General Admissions","admissions@rvc.ac.uk","N/A"
"Royal Veterinary College","UG Admissions","ug.admissions@rvc.ac.uk","N/A"
"Royal Veterinary College","PGT Admissions","pg.admissions@rvc.ac.uk","N/A"
"Royal Veterinary College","PGR Admissions","phd.admissions@rvc.ac.uk","N/A"
"Royal Veterinary College","International Admissions","international@rvc.ac.uk","N/A"
"Royal Veterinary College","Student Finance","fees@rvc.ac.uk","N/A"
"Royal Veterinary College","Bioinformatics/Comp Bio","pg.admissions@rvc.ac.uk","N/A"
"Royal Veterinary College","CAS Team","cas@rvc.ac.uk","N/A"
"Glasgow School of Art","General Admissions","admissions@gsa.ac.uk","N/A"
"Glasgow School of Art","UG Admissions","ug.admissions@gsa.ac.uk","N/A"
"Glasgow School of Art","PGT Admissions","pg.admissions@gsa.ac.uk","N/A"
"Glasgow School of Art","PGR Admissions","phd.admissions@gsa.ac.uk","N/A"
"Glasgow School of Art","International Admissions","international@gsa.ac.uk","N/A"
"Glasgow School of Art","Student Finance","fees@gsa.ac.uk","N/A"
"Glasgow School of Art","Creative Computing MSc","pg.admissions@gsa.ac.uk","N/A"
"Glasgow School of Art","Serious Games/Data Viz","pg.admissions@gsa.ac.uk","N/A"
"Royal Conservatoire Scotland","General Admissions","admissions@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","UG Admissions","ug.admissions@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","PGT Admissions","pg.admissions@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","PGR Admissions","phd.admissions@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","International Admissions","international@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","Student Finance","fees@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","Digital Media/Music Tech","pg.admissions@rcs.ac.uk","N/A"
"Royal Conservatoire Scotland","Accommodation","accommodation@rcs.ac.uk","N/A"
"London Sch Hygiene Trop Med","General Admissions","admissions@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","PGT Admissions","pg.admissions@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","PGR Admissions","phd.admissions@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","International Admissions","international@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","Student Finance","fees@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","Health Data Science MSc","pg.admissions@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","AI in Health MSc","pg.admissions@lshtm.ac.uk","N/A"
"London Sch Hygiene Trop Med","CAS Team","cas@lshtm.ac.uk","N/A"
"Royal Agricultural Univ","General Admissions","admissions@rau.ac.uk","N/A"
"Royal Agricultural Univ","UG Admissions","ug.admissions@rau.ac.uk","N/A"
"Royal Agricultural Univ","PGT Admissions","pg.admissions@rau.ac.uk","N/A"
"Royal Agricultural Univ","PGR Admissions","phd.admissions@rau.ac.uk","N/A"
"Royal Agricultural Univ","International Admissions","international@rau.ac.uk","N/A"
"Royal Agricultural Univ","Student Finance","fees@rau.ac.uk","N/A"
"Royal Agricultural Univ","Data Science (Agri) MSc","pg.admissions@rau.ac.uk","N/A"
"Royal Agricultural Univ","Accommodation","accommodation@rau.ac.uk","N/A"
"Royal Agricultural Univ","CAS Team","cas@rau.ac.uk","N/A"
"Liverpool Sch Trop Medicine","General Admissions","admissions@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","PGT Admissions","pg.admissions@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","PGR Admissions","phd.admissions@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","International Admissions","international@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","Student Finance","fees@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","Health Data Science MSc","pg.admissions@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","Bioinformatics MSc","pg.admissions@lstmed.ac.uk","N/A"
"Liverpool Sch Trop Medicine","CAS Team","cas@lstmed.ac.uk","N/A"
"Royal College of Art","General Admissions","admissions@rca.ac.uk","N/A"
"Royal College of Art","PGT Admissions","pg.admissions@rca.ac.uk","N/A"
"Royal College of Art","PGR Admissions","phd.admissions@rca.ac.uk","N/A"
"Royal College of Art","International Admissions","international@rca.ac.uk","N/A"
"Royal College of Art","Student Finance","fees@rca.ac.uk","N/A"
"Royal College of Art","Creative AI/Digital Dir","pg.admissions@rca.ac.uk","N/A"
"Royal College of Art","Accommodation","accommodation@rca.ac.uk","N/A"
"Royal College of Art","CAS Team","cas@rca.ac.uk","N/A"
"Royal College of Music","General Admissions","admissions@rcm.ac.uk","N/A"
"Royal College of Music","UG Admissions","ug.admissions@rcm.ac.uk","N/A"
"Royal College of Music","PGT Admissions","pg.admissions@rcm.ac.uk","N/A"
"Royal College of Music","PGR Admissions","phd.admissions@rcm.ac.uk","N/A"
"Royal College of Music","International Admissions","international@rcm.ac.uk","N/A"
"Royal College of Music","Student Finance","fees@rcm.ac.uk","N/A"
"Royal College of Music","Music Tech/Digital Music","pg.admissions@rcm.ac.uk","N/A"
"Royal College of Music","CAS Team","cas@rcm.ac.uk","N/A"
"Univ of Wales","General Admissions","admissions@wales.ac.uk","N/A"
"Univ of Wales","UG Admissions","ug.admissions@wales.ac.uk","N/A"
"Univ of Wales","PGT Admissions","pg.admissions@wales.ac.uk","N/A"
"Univ of Wales","PGR Admissions","phd.admissions@wales.ac.uk","N/A"
"Univ of Wales","CS/Computing","computing@wales.ac.uk","N/A"
"Univ of Wales","International Admissions","international@wales.ac.uk","N/A"
"Univ of Wales","Student Finance","fees@wales.ac.uk","N/A"
"Univ of Wales","Data Science MSc","pg.admissions@wales.ac.uk","N/A"
"Univ of Wales","Accommodation","accommodation@wales.ac.uk","N/A"
"University of London","General Admissions","admissions@london.ac.uk","N/A"
"University of London","UG Admissions","ug.admissions@london.ac.uk","N/A"
"University of London","PGT Admissions","pg.admissions@london.ac.uk","N/A"
"University of London","PGR Admissions","phd.admissions@london.ac.uk","N/A"
"University of London","International Admissions","international@london.ac.uk","N/A"
"University of London","Student Finance","fees@london.ac.uk","N/A"
"University of London","Data Science/CS MSc","pg.admissions@london.ac.uk","N/A"
"University of London","Accommodation","accommodation@london.ac.uk","N/A"
"University of London","CAS Team","cas@london.ac.uk","N/A"
